row_id,ISIS,linkage_position_1based,between_nt_1based,linkage,is_PS,is_PO,is_unknown_linkage
461,596271,6,6-7,PS,True,False,False
461,596271,7,7-8,PS,True,False,False
461,596271,8,8-9,PS,True,False,False
461,596271,9,9-10,PS,True,False,False
461,596271,10,10-11,PS,True,False,False
461,596271,11,11-12,PS,True,False,False
461,596271,12,12-13,PS,True,False,False
461,596271,13,13-14,PS,True,False,False
461,596271,14,14-15,PS,True,False,False
461,596271,15,15-16,PS,True,False,False
461,596271,16,16-17,PS,True,False,False
461,596271,17,17-18,PS,True,False,False
461,596271,18,18-19,PS,True,False,False
461,596271,19,19-20,PS,True,False,False
462,596272,1,1-2,PS,True,False,False
462,596272,2,2-3,PS,True,False,False
462,596272,3,3-4,PS,True,False,False
462,596272,4,4-5,PS,True,False,False
462,596272,5,5-6,PS,True,False,False
462,596272,6,6-7,PS,True,False,False
462,596272,7,7-8,PS,True,False,False
462,596272,8,8-9,PS,True,False,False
462,596272,9,9-10,PS,True,False,False
462,596272,10,10-11,PS,True,False,False
462,596272,11,11-12,PS,True,False,False
462,596272,12,12-13,PS,True,False,False
462,596272,13,13-14,PS,True,False,False
462,596272,14,14-15,PS,True,False,False
462,596272,15,15-16,PS,True,False,False
462,596272,16,16-17,PS,True,False,False
462,596272,17,17-18,PS,True,False,False
462,596272,18,18-19,PS,True,False,False
462,596272,19,19-20,PS,True,False,False
463,596273,1,1-2,PS,True,False,False
463,596273,2,2-3,PS,True,False,False
463,596273,3,3-4,PS,True,False,False
463,596273,4,4-5,PS,True,False,False
463,596273,5,5-6,PS,True,False,False
463,596273,6,6-7,PS,True,False,False
463,596273,7,7-8,PS,True,False,False
463,596273,8,8-9,PS,True,False,False
463,596273,9,9-10,PS,True,False,False
463,596273,10,10-11,PS,True,False,False
463,596273,11,11-12,PS,True,False,False
463,596273,12,12-13,PS,True,False,False
463,596273,13,13-14,PS,True,False,False
463,596273,14,14-15,PS,True,False,False
463,596273,15,15-16,PS,True,False,False
463,596273,16,16-17,PS,True,False,False
463,596273,17,17-18,PS,True,False,False
463,596273,18,18-19,PS,True,False,False
463,596273,19,19-20,PS,True,False,False
464,596274,1,1-2,PS,True,False,False
464,596274,2,2-3,PS,True,False,False
464,596274,3,3-4,PS,True,False,False
464,596274,4,4-5,PS,True,False,False
464,596274,5,5-6,PS,True,False,False
464,596274,6,6-7,PS,True,False,False
464,596274,7,7-8,PS,True,False,False
464,596274,8,8-9,PS,True,False,False
464,596274,9,9-10,PS,True,False,False
464,596274,10,10-11,PS,True,False,False
464,596274,11,11-12,PS,True,False,False
464,596274,12,12-13,PS,True,False,False
464,596274,13,13-14,PS,True,False,False
464,596274,14,14-15,PS,True,False,False
464,596274,15,15-16,PS,True,False,False
464,596274,16,16-17,PS,True,False,False
464,596274,17,17-18,PS,True,False,False
464,596274,18,18-19,PS,True,False,False
464,596274,19,19-20,PS,True,False,False
465,596275,1,1-2,PS,True,False,False
465,596275,2,2-3,PS,True,False,False
465,596275,3,3-4,PS,True,False,False
465,596275,4,4-5,PS,True,False,False
465,596275,5,5-6,PS,True,False,False
465,596275,6,6-7,PS,True,False,False
465,596275,7,7-8,PS,True,False,False
465,596275,8,8-9,PS,True,False,False
465,596275,9,9-10,PS,True,False,False
465,596275,10,10-11,PS,True,False,False
465,596275,11,11-12,PS,True,False,False
465,596275,12,12-13,PS,True,False,False
465,596275,13,13-14,PS,True,False,False
465,596275,14,14-15,PS,True,False,False
465,596275,15,15-16,PS,True,False,False
465,596275,16,16-17,PS,True,False,False
465,596275,17,17-18,PS,True,False,False
465,596275,18,18-19,PS,True,False,False
465,596275,19,19-20,PS,True,False,False
466,596276,1,1-2,PS,True,False,False
466,596276,2,2-3,PS,True,False,False
466,596276,3,3-4,PS,True,False,False
466,596276,4,4-5,PS,True,False,False
466,596276,5,5-6,PS,True,False,False
466,596276,6,6-7,PS,True,False,False
466,596276,7,7-8,PS,True,False,False
466,596276,8,8-9,PS,True,False,False
466,596276,9,9-10,PS,True,False,False
466,596276,10,10-11,PS,True,False,False
466,596276,11,11-12,PS,True,False,False
466,596276,12,12-13,PS,True,False,False
466,596276,13,13-14,PS,True,False,False
466,596276,14,14-15,PS,True,False,False
466,596276,15,15-16,PS,True,False,False
466,596276,16,16-17,PS,True,False,False
466,596276,17,17-18,PS,True,False,False
466,596276,18,18-19,PS,True,False,False
466,596276,19,19-20,PS,True,False,False
467,596277,1,1-2,PS,True,False,False
467,596277,2,2-3,PS,True,False,False
467,596277,3,3-4,PS,True,False,False
467,596277,4,4-5,PS,True,False,False
467,596277,5,5-6,PS,True,False,False
467,596277,6,6-7,PS,True,False,False
467,596277,7,7-8,PS,True,False,False
467,596277,8,8-9,PS,True,False,False
467,596277,9,9-10,PS,True,False,False
467,596277,10,10-11,PS,True,False,False
467,596277,11,11-12,PS,True,False,False
467,596277,12,12-13,PS,True,False,False
467,596277,13,13-14,PS,True,False,False
467,596277,14,14-15,PS,True,False,False
467,596277,15,15-16,PS,True,False,False
467,596277,16,16-17,PS,True,False,False
467,596277,17,17-18,PS,True,False,False
467,596277,18,18-19,PS,True,False,False
467,596277,19,19-20,PS,True,False,False
468,596278,1,1-2,PS,True,False,False
468,596278,2,2-3,PS,True,False,False
468,596278,3,3-4,PS,True,False,False
468,596278,4,4-5,PS,True,False,False
468,596278,5,5-6,PS,True,False,False
468,596278,6,6-7,PS,True,False,False
468,596278,7,7-8,PS,True,False,False
468,596278,8,8-9,PS,True,False,False
468,596278,9,9-10,PS,True,False,False
468,596278,10,10-11,PS,True,False,False
468,596278,11,11-12,PS,True,False,False
468,596278,12,12-13,PS,True,False,False
468,596278,13,13-14,PS,True,False,False
468,596278,14,14-15,PS,True,False,False
468,596278,15,15-16,PS,True,False,False
468,596278,16,16-17,PS,True,False,False
468,596278,17,17-18,PS,True,False,False
468,596278,18,18-19,PS,True,False,False
468,596278,19,19-20,PS,True,False,False
469,596279,1,1-2,PS,True,False,False
469,596279,2,2-3,PS,True,False,False
469,596279,3,3-4,PS,True,False,False
469,596279,4,4-5,PS,True,False,False
469,596279,5,5-6,PS,True,False,False
469,596279,6,6-7,PS,True,False,False
469,596279,7,7-8,PS,True,False,False
469,596279,8,8-9,PS,True,False,False
469,596279,9,9-10,PS,True,False,False
469,596279,10,10-11,PS,True,False,False
469,596279,11,11-12,PS,True,False,False
469,596279,12,12-13,PS,True,False,False
469,596279,13,13-14,PS,True,False,False
469,596279,14,14-15,PS,True,False,False
469,596279,15,15-16,PS,True,False,False
469,596279,16,16-17,PS,True,False,False
469,596279,17,17-18,PS,True,False,False
469,596279,18,18-19,PS,True,False,False
469,596279,19,19-20,PS,True,False,False
470,596281,1,1-2,PS,True,False,False
470,596281,2,2-3,PS,True,False,False
470,596281,3,3-4,PS,True,False,False
470,596281,4,4-5,PS,True,False,False
470,596281,5,5-6,PS,True,False,False
470,596281,6,6-7,PS,True,False,False
470,596281,7,7-8,PS,True,False,False
470,596281,8,8-9,PS,True,False,False
470,596281,9,9-10,PS,True,False,False
470,596281,10,10-11,PS,True,False,False
470,596281,11,11-12,PS,True,False,False
470,596281,12,12-13,PS,True,False,False
470,596281,13,13-14,PS,True,False,False
470,596281,14,14-15,PS,True,False,False
470,596281,15,15-16,PS,True,False,False
470,596281,16,16-17,PS,True,False,False
470,596281,17,17-18,PS,True,False,False
470,596281,18,18-19,PS,True,False,False
470,596281,19,19-20,PS,True,False,False
471,596282,1,1-2,PS,True,False,False
471,596282,2,2-3,PS,True,False,False
471,596282,3,3-4,PS,True,False,False
471,596282,4,4-5,PS,True,False,False
471,596282,5,5-6,PS,True,False,False
471,596282,6,6-7,PS,True,False,False
471,596282,7,7-8,PS,True,False,False
471,596282,8,8-9,PS,True,False,False
471,596282,9,9-10,PS,True,False,False
471,596282,10,10-11,PS,True,False,False
471,596282,11,11-12,PS,True,False,False
471,596282,12,12-13,PS,True,False,False
471,596282,13,13-14,PS,True,False,False
471,596282,14,14-15,PS,True,False,False
471,596282,15,15-16,PS,True,False,False
471,596282,16,16-17,PS,True,False,False
471,596282,17,17-18,PS,True,False,False
471,596282,18,18-19,PS,True,False,False
471,596282,19,19-20,PS,True,False,False
472,596283,1,1-2,PS,True,False,False
472,596283,2,2-3,PS,True,False,False
472,596283,3,3-4,PS,True,False,False
472,596283,4,4-5,PS,True,False,False
472,596283,5,5-6,PS,True,False,False
472,596283,6,6-7,PS,True,False,False
472,596283,7,7-8,PS,True,False,False
472,596283,8,8-9,PS,True,False,False
472,596283,9,9-10,PS,True,False,False
472,596283,10,10-11,PS,True,False,False
472,596283,11,11-12,PS,True,False,False
472,596283,12,12-13,PS,True,False,False
472,596283,13,13-14,PS,True,False,False
472,596283,14,14-15,PS,True,False,False
472,596283,15,15-16,PS,True,False,False
472,596283,16,16-17,PS,True,False,False
472,596283,17,17-18,PS,True,False,False
472,596283,18,18-19,PS,True,False,False
472,596283,19,19-20,PS,True,False,False
473,596284,1,1-2,PS,True,False,False
473,596284,2,2-3,PS,True,False,False
473,596284,3,3-4,PS,True,False,False
473,596284,4,4-5,PS,True,False,False
473,596284,5,5-6,PS,True,False,False
473,596284,6,6-7,PS,True,False,False
473,596284,7,7-8,PS,True,False,False
473,596284,8,8-9,PS,True,False,False
473,596284,9,9-10,PS,True,False,False
473,596284,10,10-11,PS,True,False,False
473,596284,11,11-12,PS,True,False,False
473,596284,12,12-13,PS,True,False,False
473,596284,13,13-14,PS,True,False,False
473,596284,14,14-15,PS,True,False,False
473,596284,15,15-16,PS,True,False,False
473,596284,16,16-17,PS,True,False,False
473,596284,17,17-18,PS,True,False,False
473,596284,18,18-19,PS,True,False,False
473,596284,19,19-20,PS,True,False,False
474,596285,1,1-2,PS,True,False,False
474,596285,2,2-3,PS,True,False,False
474,596285,3,3-4,PS,True,False,False
474,596285,4,4-5,PS,True,False,False
474,596285,5,5-6,PS,True,False,False
474,596285,6,6-7,PS,True,False,False
474,596285,7,7-8,PS,True,False,False
474,596285,8,8-9,PS,True,False,False
474,596285,9,9-10,PS,True,False,False
474,596285,10,10-11,PS,True,False,False
474,596285,11,11-12,PS,True,False,False
474,596285,12,12-13,PS,True,False,False
474,596285,13,13-14,PS,True,False,False
474,596285,14,14-15,PS,True,False,False
474,596285,15,15-16,PS,True,False,False
474,596285,16,16-17,PS,True,False,False
474,596285,17,17-18,PS,True,False,False
474,596285,18,18-19,PS,True,False,False
474,596285,19,19-20,PS,True,False,False
475,596286,1,1-2,PS,True,False,False
475,596286,2,2-3,PS,True,False,False
475,596286,3,3-4,PS,True,False,False
475,596286,4,4-5,PS,True,False,False
475,596286,5,5-6,PS,True,False,False
475,596286,6,6-7,PS,True,False,False
475,596286,7,7-8,PS,True,False,False
475,596286,8,8-9,PS,True,False,False
475,596286,9,9-10,PS,True,False,False
475,596286,10,10-11,PS,True,False,False
475,596286,11,11-12,PS,True,False,False
475,596286,12,12-13,PS,True,False,False
475,596286,13,13-14,PS,True,False,False
475,596286,14,14-15,PS,True,False,False
475,596286,15,15-16,PS,True,False,False
475,596286,16,16-17,PS,True,False,False
475,596286,17,17-18,PS,True,False,False
475,596286,18,18-19,PS,True,False,False
475,596286,19,19-20,PS,True,False,False
476,596287,1,1-2,PS,True,False,False
476,596287,2,2-3,PS,True,False,False
476,596287,3,3-4,PS,True,False,False
476,596287,4,4-5,PS,True,False,False
476,596287,5,5-6,PS,True,False,False
476,596287,6,6-7,PS,True,False,False
476,596287,7,7-8,PS,True,False,False
476,596287,8,8-9,PS,True,False,False
476,596287,9,9-10,PS,True,False,False
476,596287,10,10-11,PS,True,False,False
476,596287,11,11-12,PS,True,False,False
476,596287,12,12-13,PS,True,False,False
476,596287,13,13-14,PS,True,False,False
476,596287,14,14-15,PS,True,False,False
476,596287,15,15-16,PS,True,False,False
476,596287,16,16-17,PS,True,False,False
476,596287,17,17-18,PS,True,False,False
476,596287,18,18-19,PS,True,False,False
476,596287,19,19-20,PS,True,False,False
477,596288,1,1-2,PS,True,False,False
477,596288,2,2-3,PS,True,False,False
477,596288,3,3-4,PS,True,False,False
477,596288,4,4-5,PS,True,False,False
477,596288,5,5-6,PS,True,False,False
477,596288,6,6-7,PS,True,False,False
477,596288,7,7-8,PS,True,False,False
477,596288,8,8-9,PS,True,False,False
477,596288,9,9-10,PS,True,False,False
477,596288,10,10-11,PS,True,False,False
477,596288,11,11-12,PS,True,False,False
477,596288,12,12-13,PS,True,False,False
477,596288,13,13-14,PS,True,False,False
477,596288,14,14-15,PS,True,False,False
477,596288,15,15-16,PS,True,False,False
477,596288,16,16-17,PS,True,False,False
477,596288,17,17-18,PS,True,False,False
477,596288,18,18-19,PS,True,False,False
477,596288,19,19-20,PS,True,False,False
478,596289,1,1-2,PS,True,False,False
478,596289,2,2-3,PS,True,False,False
478,596289,3,3-4,PS,True,False,False
478,596289,4,4-5,PS,True,False,False
478,596289,5,5-6,PS,True,False,False
478,596289,6,6-7,PS,True,False,False
478,596289,7,7-8,PS,True,False,False
478,596289,8,8-9,PS,True,False,False
478,596289,9,9-10,PS,True,False,False
478,596289,10,10-11,PS,True,False,False
478,596289,11,11-12,PS,True,False,False
478,596289,12,12-13,PS,True,False,False
478,596289,13,13-14,PS,True,False,False
478,596289,14,14-15,PS,True,False,False
478,596289,15,15-16,PS,True,False,False
478,596289,16,16-17,PS,True,False,False
478,596289,17,17-18,PS,True,False,False
478,596289,18,18-19,PS,True,False,False
478,596289,19,19-20,PS,True,False,False
479,596290,1,1-2,PS,True,False,False
479,596290,2,2-3,PS,True,False,False
479,596290,3,3-4,PS,True,False,False
479,596290,4,4-5,PS,True,False,False
479,596290,5,5-6,PS,True,False,False
479,596290,6,6-7,PS,True,False,False
479,596290,7,7-8,PS,True,False,False
479,596290,8,8-9,PS,True,False,False
479,596290,9,9-10,PS,True,False,False
479,596290,10,10-11,PS,True,False,False
479,596290,11,11-12,PS,True,False,False
479,596290,12,12-13,PS,True,False,False
479,596290,13,13-14,PS,True,False,False
479,596290,14,14-15,PS,True,False,False
479,596290,15,15-16,PS,True,False,False
479,596290,16,16-17,PS,True,False,False
479,596290,17,17-18,PS,True,False,False
479,596290,18,18-19,PS,True,False,False
479,596290,19,19-20,PS,True,False,False
480,596291,1,1-2,PS,True,False,False
480,596291,2,2-3,PS,True,False,False
480,596291,3,3-4,PS,True,False,False
480,596291,4,4-5,PS,True,False,False
480,596291,5,5-6,PS,True,False,False
480,596291,6,6-7,PS,True,False,False
480,596291,7,7-8,PS,True,False,False
480,596291,8,8-9,PS,True,False,False
480,596291,9,9-10,PS,True,False,False
480,596291,10,10-11,PS,True,False,False
480,596291,11,11-12,PS,True,False,False
480,596291,12,12-13,PS,True,False,False
480,596291,13,13-14,PS,True,False,False
480,596291,14,14-15,PS,True,False,False
480,596291,15,15-16,PS,True,False,False
480,596291,16,16-17,PS,True,False,False
480,596291,17,17-18,PS,True,False,False
480,596291,18,18-19,PS,True,False,False
480,596291,19,19-20,PS,True,False,False
481,596292,1,1-2,PS,True,False,False
481,596292,2,2-3,PS,True,False,False
481,596292,3,3-4,PS,True,False,False
481,596292,4,4-5,PS,True,False,False
481,596292,5,5-6,PS,True,False,False
481,596292,6,6-7,PS,True,False,False
481,596292,7,7-8,PS,True,False,False
481,596292,8,8-9,PS,True,False,False
481,596292,9,9-10,PS,True,False,False
481,596292,10,10-11,PS,True,False,False
481,596292,11,11-12,PS,True,False,False
481,596292,12,12-13,PS,True,False,False
481,596292,13,13-14,PS,True,False,False
481,596292,14,14-15,PS,True,False,False
481,596292,15,15-16,PS,True,False,False
481,596292,16,16-17,PS,True,False,False
481,596292,17,17-18,PS,True,False,False
481,596292,18,18-19,PS,True,False,False
481,596292,19,19-20,PS,True,False,False
482,596293,1,1-2,PS,True,False,False
482,596293,2,2-3,PS,True,False,False
482,596293,3,3-4,PS,True,False,False
482,596293,4,4-5,PS,True,False,False
482,596293,5,5-6,PS,True,False,False
482,596293,6,6-7,PS,True,False,False
482,596293,7,7-8,PS,True,False,False
482,596293,8,8-9,PS,True,False,False
482,596293,9,9-10,PS,True,False,False
482,596293,10,10-11,PS,True,False,False
482,596293,11,11-12,PS,True,False,False
482,596293,12,12-13,PS,True,False,False
482,596293,13,13-14,PS,True,False,False
482,596293,14,14-15,PS,True,False,False
482,596293,15,15-16,PS,True,False,False
482,596293,16,16-17,PS,True,False,False
482,596293,17,17-18,PS,True,False,False
482,596293,18,18-19,PS,True,False,False
482,596293,19,19-20,PS,True,False,False
483,596294,1,1-2,PS,True,False,False
483,596294,2,2-3,PS,True,False,False
483,596294,3,3-4,PS,True,False,False
483,596294,4,4-5,PS,True,False,False
483,596294,5,5-6,PS,True,False,False
483,596294,6,6-7,PS,True,False,False
483,596294,7,7-8,PS,True,False,False
483,596294,8,8-9,PS,True,False,False
483,596294,9,9-10,PS,True,False,False
483,596294,10,10-11,PS,True,False,False
483,596294,11,11-12,PS,True,False,False
483,596294,12,12-13,PS,True,False,False
483,596294,13,13-14,PS,True,False,False
483,596294,14,14-15,PS,True,False,False
483,596294,15,15-16,PS,True,False,False
483,596294,16,16-17,PS,True,False,False
483,596294,17,17-18,PS,True,False,False
483,596294,18,18-19,PS,True,False,False
483,596294,19,19-20,PS,True,False,False
484,596295,1,1-2,PS,True,False,False
484,596295,2,2-3,PS,True,False,False
484,596295,3,3-4,PS,True,False,False
484,596295,4,4-5,PS,True,False,False
484,596295,5,5-6,PS,True,False,False
484,596295,6,6-7,PS,True,False,False
484,596295,7,7-8,PS,True,False,False
484,596295,8,8-9,PS,True,False,False
484,596295,9,9-10,PS,True,False,False
484,596295,10,10-11,PS,True,False,False
484,596295,11,11-12,PS,True,False,False
484,596295,12,12-13,PS,True,False,False
484,596295,13,13-14,PS,True,False,False
484,596295,14,14-15,PS,True,False,False
484,596295,15,15-16,PS,True,False,False
484,596295,16,16-17,PS,True,False,False
484,596295,17,17-18,PS,True,False,False
484,596295,18,18-19,PS,True,False,False
484,596295,19,19-20,PS,True,False,False
485,596296,1,1-2,PS,True,False,False
485,596296,2,2-3,PS,True,False,False
485,596296,3,3-4,PS,True,False,False
485,596296,4,4-5,PS,True,False,False
485,596296,5,5-6,PS,True,False,False
485,596296,6,6-7,PS,True,False,False
485,596296,7,7-8,PS,True,False,False
485,596296,8,8-9,PS,True,False,False
485,596296,9,9-10,PS,True,False,False
485,596296,10,10-11,PS,True,False,False
485,596296,11,11-12,PS,True,False,False
485,596296,12,12-13,PS,True,False,False
485,596296,13,13-14,PS,True,False,False
485,596296,14,14-15,PS,True,False,False
485,596296,15,15-16,PS,True,False,False
485,596296,16,16-17,PS,True,False,False
485,596296,17,17-18,PS,True,False,False
485,596296,18,18-19,PS,True,False,False
485,596296,19,19-20,PS,True,False,False
486,596297,1,1-2,PS,True,False,False
486,596297,2,2-3,PS,True,False,False
486,596297,3,3-4,PS,True,False,False
486,596297,4,4-5,PS,True,False,False
486,596297,5,5-6,PS,True,False,False
486,596297,6,6-7,PS,True,False,False
486,596297,7,7-8,PS,True,False,False
486,596297,8,8-9,PS,True,False,False
486,596297,9,9-10,PS,True,False,False
486,596297,10,10-11,PS,True,False,False
486,596297,11,11-12,PS,True,False,False
486,596297,12,12-13,PS,True,False,False
486,596297,13,13-14,PS,True,False,False
486,596297,14,14-15,PS,True,False,False
486,596297,15,15-16,PS,True,False,False
486,596297,16,16-17,PS,True,False,False
486,596297,17,17-18,PS,True,False,False
486,596297,18,18-19,PS,True,False,False
486,596297,19,19-20,PS,True,False,False
487,596298,1,1-2,PS,True,False,False
487,596298,2,2-3,PS,True,False,False
487,596298,3,3-4,PS,True,False,False
487,596298,4,4-5,PS,True,False,False
487,596298,5,5-6,PS,True,False,False
487,596298,6,6-7,PS,True,False,False
487,596298,7,7-8,PS,True,False,False
487,596298,8,8-9,PS,True,False,False
487,596298,9,9-10,PS,True,False,False
487,596298,10,10-11,PS,True,False,False
487,596298,11,11-12,PS,True,False,False
487,596298,12,12-13,PS,True,False,False
487,596298,13,13-14,PS,True,False,False
487,596298,14,14-15,PS,True,False,False
487,596298,15,15-16,PS,True,False,False
487,596298,16,16-17,PS,True,False,False
487,596298,17,17-18,PS,True,False,False
487,596298,18,18-19,PS,True,False,False
487,596298,19,19-20,PS,True,False,False
488,596299,1,1-2,PS,True,False,False
488,596299,2,2-3,PS,True,False,False
488,596299,3,3-4,PS,True,False,False
488,596299,4,4-5,PS,True,False,False
488,596299,5,5-6,PS,True,False,False
488,596299,6,6-7,PS,True,False,False
488,596299,7,7-8,PS,True,False,False
488,596299,8,8-9,PS,True,False,False
488,596299,9,9-10,PS,True,False,False
488,596299,10,10-11,PS,True,False,False
488,596299,11,11-12,PS,True,False,False
488,596299,12,12-13,PS,True,False,False
488,596299,13,13-14,PS,True,False,False
488,596299,14,14-15,PS,True,False,False
488,596299,15,15-16,PS,True,False,False
488,596299,16,16-17,PS,True,False,False
488,596299,17,17-18,PS,True,False,False
488,596299,18,18-19,PS,True,False,False
488,596299,19,19-20,PS,True,False,False
489,596300,1,1-2,PS,True,False,False
489,596300,2,2-3,PS,True,False,False
489,596300,3,3-4,PS,True,False,False
489,596300,4,4-5,PS,True,False,False
489,596300,5,5-6,PS,True,False,False
489,596300,6,6-7,PS,True,False,False
489,596300,7,7-8,PS,True,False,False
489,596300,8,8-9,PS,True,False,False
489,596300,9,9-10,PS,True,False,False
489,596300,10,10-11,PS,True,False,False
489,596300,11,11-12,PS,True,False,False
489,596300,12,12-13,PS,True,False,False
489,596300,13,13-14,PS,True,False,False
489,596300,14,14-15,PS,True,False,False
489,596300,15,15-16,PS,True,False,False
489,596300,16,16-17,PS,True,False,False
489,596300,17,17-18,PS,True,False,False
489,596300,18,18-19,PS,True,False,False
489,596300,19,19-20,PS,True,False,False
490,596302,1,1-2,PS,True,False,False
490,596302,2,2-3,PS,True,False,False
490,596302,3,3-4,PS,True,False,False
490,596302,4,4-5,PS,True,False,False
490,596302,5,5-6,PS,True,False,False
490,596302,6,6-7,PS,True,False,False
490,596302,7,7-8,PS,True,False,False
490,596302,8,8-9,PS,True,False,False
490,596302,9,9-10,PS,True,False,False
490,596302,10,10-11,PS,True,False,False
490,596302,11,11-12,PS,True,False,False
490,596302,12,12-13,PS,True,False,False
490,596302,13,13-14,PS,True,False,False
490,596302,14,14-15,PS,True,False,False
490,596302,15,15-16,PS,True,False,False
490,596302,16,16-17,PS,True,False,False
490,596302,17,17-18,PS,True,False,False
490,596302,18,18-19,PS,True,False,False
490,596302,19,19-20,PS,True,False,False
491,596303,1,1-2,PS,True,False,False
491,596303,2,2-3,PS,True,False,False
491,596303,3,3-4,PS,True,False,False
491,596303,4,4-5,PS,True,False,False
491,596303,5,5-6,PS,True,False,False
491,596303,6,6-7,PS,True,False,False
491,596303,7,7-8,PS,True,False,False
491,596303,8,8-9,PS,True,False,False
491,596303,9,9-10,PS,True,False,False
491,596303,10,10-11,PS,True,False,False
491,596303,11,11-12,PS,True,False,False
491,596303,12,12-13,PS,True,False,False
491,596303,13,13-14,PS,True,False,False
491,596303,14,14-15,PS,True,False,False
491,596303,15,15-16,PS,True,False,False
491,596303,16,16-17,PS,True,False,False
491,596303,17,17-18,PS,True,False,False
491,596303,18,18-19,PS,True,False,False
491,596303,19,19-20,PS,True,False,False
492,596304,1,1-2,PS,True,False,False
492,596304,2,2-3,PS,True,False,False
492,596304,3,3-4,PS,True,False,False
492,596304,4,4-5,PS,True,False,False
492,596304,5,5-6,PS,True,False,False
492,596304,6,6-7,PS,True,False,False
492,596304,7,7-8,PS,True,False,False
492,596304,8,8-9,PS,True,False,False
492,596304,9,9-10,PS,True,False,False
492,596304,10,10-11,PS,True,False,False
492,596304,11,11-12,PS,True,False,False
492,596304,12,12-13,PS,True,False,False
492,596304,13,13-14,PS,True,False,False
492,596304,14,14-15,PS,True,False,False
492,596304,15,15-16,PS,True,False,False
492,596304,16,16-17,PS,True,False,False
492,596304,17,17-18,PS,True,False,False
492,596304,18,18-19,PS,True,False,False
492,596304,19,19-20,PS,True,False,False
493,596305,1,1-2,PS,True,False,False
493,596305,2,2-3,PS,True,False,False
493,596305,3,3-4,PS,True,False,False
493,596305,4,4-5,PS,True,False,False
493,596305,5,5-6,PS,True,False,False
493,596305,6,6-7,PS,True,False,False
493,596305,7,7-8,PS,True,False,False
493,596305,8,8-9,PS,True,False,False
493,596305,9,9-10,PS,True,False,False
493,596305,10,10-11,PS,True,False,False
493,596305,11,11-12,PS,True,False,False
493,596305,12,12-13,PS,True,False,False
493,596305,13,13-14,PS,True,False,False
493,596305,14,14-15,PS,True,False,False
493,596305,15,15-16,PS,True,False,False
493,596305,16,16-17,PS,True,False,False
493,596305,17,17-18,PS,True,False,False
493,596305,18,18-19,PS,True,False,False
493,596305,19,19-20,PS,True,False,False
494,596306,1,1-2,PS,True,False,False
494,596306,2,2-3,PS,True,False,False
494,596306,3,3-4,PS,True,False,False
494,596306,4,4-5,PS,True,False,False
494,596306,5,5-6,PS,True,False,False
494,596306,6,6-7,PS,True,False,False
494,596306,7,7-8,PS,True,False,False
494,596306,8,8-9,PS,True,False,False
494,596306,9,9-10,PS,True,False,False
494,596306,10,10-11,PS,True,False,False
494,596306,11,11-12,PS,True,False,False
494,596306,12,12-13,PS,True,False,False
494,596306,13,13-14,PS,True,False,False
494,596306,14,14-15,PS,True,False,False
494,596306,15,15-16,PS,True,False,False
494,596306,16,16-17,PS,True,False,False
494,596306,17,17-18,PS,True,False,False
494,596306,18,18-19,PS,True,False,False
494,596306,19,19-20,PS,True,False,False
495,596307,1,1-2,PS,True,False,False
495,596307,2,2-3,PS,True,False,False
495,596307,3,3-4,PS,True,False,False
495,596307,4,4-5,PS,True,False,False
495,596307,5,5-6,PS,True,False,False
495,596307,6,6-7,PS,True,False,False
495,596307,7,7-8,PS,True,False,False
495,596307,8,8-9,PS,True,False,False
495,596307,9,9-10,PS,True,False,False
495,596307,10,10-11,PS,True,False,False
495,596307,11,11-12,PS,True,False,False
495,596307,12,12-13,PS,True,False,False
495,596307,13,13-14,PS,True,False,False
495,596307,14,14-15,PS,True,False,False
495,596307,15,15-16,PS,True,False,False
495,596307,16,16-17,PS,True,False,False
495,596307,17,17-18,PS,True,False,False
495,596307,18,18-19,PS,True,False,False
495,596307,19,19-20,PS,True,False,False
496,596308,1,1-2,PS,True,False,False
496,596308,2,2-3,PS,True,False,False
496,596308,3,3-4,PS,True,False,False
496,596308,4,4-5,PS,True,False,False
496,596308,5,5-6,PS,True,False,False
496,596308,6,6-7,PS,True,False,False
496,596308,7,7-8,PS,True,False,False
496,596308,8,8-9,PS,True,False,False
496,596308,9,9-10,PS,True,False,False
496,596308,10,10-11,PS,True,False,False
496,596308,11,11-12,PS,True,False,False
496,596308,12,12-13,PS,True,False,False
496,596308,13,13-14,PS,True,False,False
496,596308,14,14-15,PS,True,False,False
496,596308,15,15-16,PS,True,False,False
496,596308,16,16-17,PS,True,False,False
496,596308,17,17-18,PS,True,False,False
496,596308,18,18-19,PS,True,False,False
496,596308,19,19-20,PS,True,False,False
497,596309,1,1-2,PS,True,False,False
497,596309,2,2-3,PS,True,False,False
497,596309,3,3-4,PS,True,False,False
497,596309,4,4-5,PS,True,False,False
497,596309,5,5-6,PS,True,False,False
497,596309,6,6-7,PS,True,False,False
497,596309,7,7-8,PS,True,False,False
497,596309,8,8-9,PS,True,False,False
497,596309,9,9-10,PS,True,False,False
497,596309,10,10-11,PS,True,False,False
497,596309,11,11-12,PS,True,False,False
497,596309,12,12-13,PS,True,False,False
497,596309,13,13-14,PS,True,False,False
497,596309,14,14-15,PS,True,False,False
497,596309,15,15-16,PS,True,False,False
497,596309,16,16-17,PS,True,False,False
497,596309,17,17-18,PS,True,False,False
497,596309,18,18-19,PS,True,False,False
